zone_id,zone_type,name,center_lon,center_lat,radius_km,jobs_weight,shops_weight,nightlife_weight,residential_weight,transport_hub
ZP31,mixed,Ryugasaki,140.1851,35.8996,2.0,0.3,0.4,0.2,0.7,0
ZP32,mixed,Moriya,139.9818,35.9305,2.0,0.3,0.4,0.2,0.7,0
ZP33,mixed,Noda,139.8651,35.9435,2.0,0.3,0.4,0.2,0.7,0
ZP34,mixed,Inashiki,140.3160,35.9527,2.0,0.3,0.4,0.2,0.7,0
ZP35,mixed,Tsukubamirai,140.0372,35.9631,2.0,0.3,0.4,0.2,0.7,0
ZP36,mixed,Ushiku,140.1402,35.9640,2.0,0.3,0.4,0.2,0.7,0
ZP37,mixed,Miho,140.2957,36.0094,2.0,0.3,0.4,0.2,0.7,0
ZP38,mixed,Joso,139.9821,36.0190,2.0,0.3,0.4,0.2,0.7,0
ZP39,mixed,Kasukabe,139.7590,35.9715,2.0,0.3,0.4,0.2,0.7,0
ZP40,residential,Sugito,139.7286,36.0284,2.0,0.2,0.3,0.1,0.9,0
ZP41,residential,Sakai,139.7909,36.1080,2.0,0.2,0.3,0.1,0.9,0
ZP42,mixed,Ami,140.2049,36.0285,2.0,0.3,0.4,0.2,0.7,0
ZP43,mixed,Tsukuba,140.0761,36.0285,2.0,0.3,0.4,0.2,0.7,0
ZP44,residential,Bando,139.8786,36.0484,2.0,0.2,0.3,0.1,0.9,0
ZP45,residential,Tsuchiura,140.1943,36.0769,2.0,0.2,0.3,0.1,0.9,0
ZP46,residential,Kasumigaura,140.2440,36.1564,2.0,0.2,0.3,0.1,0.9,0
ZP47,residential,Yachiyo,139.8849,36.1763,2.0,0.2,0.3,0.1,0.9,0
ZP48,residential,Shimotsuma,139.9546,36.1823,2.0,0.2,0.3,0.1,0.9,0
ZP49,residential,Ishioka,140.2798,36.1840,2.0,0.2,0.3,0.1,0.9,0
ZP50,residential,Goka,139.7413,36.1175,2.0,0.2,0.3,0.1,0.9,0
ZP51,residential,Koga,139.7329,36.1857,2.0,0.2,0.3,0.1,0.9,0
ZP52,residential,Omitama,140.3495,36.2324,2.0,0.2,0.3,0.1,0.9,0
ZP53,residential,Nogi,139.7308,36.2324,2.0,0.2,0.3,0.1,0.9,0
