poi_id,name,lon,lat,zone_id,facility_type,capacity_level
IS082,CBD Tokyo Redevelopment Site A,139.7650,35.6850,MFS01,CONSTRUCTION_SITE,medium
IS083,Toranomon Construction Zone,139.7500,35.6700,MFS01,CONSTRUCTION_SITE,high
IS084,Shibuya Station Redevelopment,139.7020,35.6580,MFS01,CONSTRUCTION_SITE,high
IS085,Shinagawa Gateway Construction,139.7400,35.6280,MFS02,CONSTRUCTION_SITE,high
IS086,Yokohama Minato Mirai Construction,139.6320,35.4580,MFS11,CONSTRUCTION_SITE,medium
IS087,Kawasaki Station Redevelopment,139.6970,35.5320,MFS16,CONSTRUCTION_SITE,medium
IS088,Toyosu Market Expansion Site,139.7820,35.6460,MFS04,CONSTRUCTION_SITE,medium
IS089,Saitama New Urban Center Build,139.6300,35.8580,MFS27,CONSTRUCTION_SITE,medium
IS090,Chiba Makuhari Development,140.0350,35.6500,MFS39,CONSTRUCTION_SITE,medium
IS091,Shizuoka Industrial Park,138.3900,34.9750,MFS70,INDUSTRIAL,medium
IS092,Suzuki Motor Shizuoka Plant,138.3700,34.9900,MFS70,INDUSTRIAL,high
IS093,Yamaha Motor Iwata Works,137.8700,34.7200,MFS70,INDUSTRIAL,medium
IS094,Toyota Supplier Park Chubu,136.9000,35.0800,MFS71,INDUSTRIAL,high
IS095,Nagoya Port Industrial Zone,136.8800,35.0500,MFS71,INDUSTRIAL,high
